Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Lawsonia_intracellularis_PHE_MN1_00_uid61575/NC_008014.gbk-            Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales;
Leadbetterella_byssophila_DSM_17132_uid60161/NC_014655.gbk-            Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae;
Legionella_longbeachae_NSW150_uid46099/NC_013861.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_longbeachae_NSW150_uid46099/NC_014544.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_2300_99_Alcoy_uid48801/NC_014125.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_ATCC_43290_uid86885/NC_016811.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Corby_uid58733/NC_009494.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Hextuple_2q_uid197191/NC_017525.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Hextuple_3a_uid197192/NC_017526.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_HL06041035_uid170534/NC_018140.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Lens_uid58209/NC_006366.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Lens_uid58209/NC_006369.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Lorraine_uid170535/NC_018139.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Lorraine_uid170535/NC_018141.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Paris_uid58211/NC_006365.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Paris_uid58211/NC_006368.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Philadelphia_1_uid193710/NC_020521.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Philadelphia_1_uid193710/NC_020522.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Legionella_pneumophila_Philadelphia_1_uid57609/NC_002942.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales;
Leifsonia_xyli_CTCB07_uid57759/NC_006087.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Leptolyngbya_PCC_7376_uid182928/NC_019683.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511/NC_010842.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511/NC_010845.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511/NC_010846.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_biflexa_serovar_Patoc__Patoc_1__Paris__uid58993/NC_010602.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_biflexa_serovar_Patoc__Patoc_1__Paris__uid58993/NC_010843.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_biflexa_serovar_Patoc__Patoc_1__Paris__uid58993/NC_010844.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_borgpetersenii_serovar_Hardjo_bovis_JB197_uid58509/NC_008510.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_borgpetersenii_serovar_Hardjo_bovis_JB197_uid58509/NC_008511.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_uid58507/NC_008508.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_uid58507/NC_008509.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065/NC_005823.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065/NC_005824.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Lai_56601_uid57881/NC_004342.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Lai_56601_uid57881/NC_004343.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Lai_IPAV_uid161957/NC_017551.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospira_interrogans_serovar_Lai_IPAV_uid161957/NC_017552.gbk-            Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.
Leptospirillum_ferriphilum_ML_04_uid175904/NC_018649.gbk-            Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae;
Leptospirillum_ferrooxidans_C2_3_uid158171/NC_017094.gbk-            Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae;
Leptothrix_cholodnii_SP_6_uid58971/NC_010524.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Leptotrichia_buccalis_C_1013_b_uid59211/NC_013192.gbk-            Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae;
Leuconostoc_C2_uid68743/NC_015734.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_carnosum_JB16_uid176371/NC_018673.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_carnosum_JB16_uid176371/NC_018674.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_carnosum_JB16_uid176371/NC_018675.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_carnosum_JB16_uid176371/NC_018698.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_carnosum_JB16_uid176371/NC_018699.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_citreum_KM20_uid58481/NC_010466.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_citreum_KM20_uid58481/NC_010467.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_citreum_KM20_uid58481/NC_010469.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_citreum_KM20_uid58481/NC_010470.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_citreum_KM20_uid58481/NC_010471.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_gasicomitatum_LMG_18811_uid50385/NC_014319.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_gelidum_JB7_uid175682/NC_018631.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014131.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014132.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014133.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014134.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014135.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_kimchii_IMSNU_11154_uid48589/NC_014136.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_ATCC_8293_uid57919/NC_008496.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_ATCC_8293_uid57919/NC_008531.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016805.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016806.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016820.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016821.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016827.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Leuconostoc_mesenteroides_J18_uid84337/NC_016828.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostoc.
Listeria_innocua_Clip11262_uid61567/NC_003212.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_innocua_Clip11262_uid61567/NC_003383.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_ivanovii_PAM_55_uid73473/NC_016011.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_07PF0776_uid162185/NC_017728.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_08_5923_uid43727/NC_013768.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_10403S_uid54461/NC_017544.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_ATCC_19117_uid175109/NC_018584.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_Clip80459_uid59317/NC_012488.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_EGD_e_uid61583/NC_003210.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_Finland_1998_uid54443/NC_017547.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_FSL_R2_561_uid54441/NC_017546.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_HCC23_uid59203/NC_011660.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_J0161_uid54459/NC_017545.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_L312_uid175768/NC_018642.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_La111_uid193768/NC_020557.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_M7_uid162131/NC_017537.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_N53_1_uid193767/NC_020558.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_1_2b_SLCC2755_uid52455/NC_014495.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_1_2b_SLCC2755_uid52455/NC_018587.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_4a_L99_uid161953/NC_017529.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_4b_F2365_uid57689/NC_002973.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_4b_LL195_uid182103/NC_019556.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_7_SLCC2482_uid174871/NC_018591.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_serotype_7_SLCC2482_uid174871/NC_018888.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2372_uid174872/NC_018588.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2372_uid174872/NC_018889.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2376_uid175111/NC_018590.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2378_uid175105/NC_018585.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2479_uid175108/NC_018589.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC2540_uid175106/NC_018586.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC5850_uid175110/NC_018592.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_SLCC7179_uid175107/NC_018593.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_uid43671/NC_013766.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_monocytogenes_uid43671/NC_013767.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_seeligeri_serovar_1_2b_SLCC3954_uid46215/NC_013891.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Listeria_welshimeri_serovar_6b_SLCC5334_uid61605/NC_008555.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.
Lysinibacillus_sphaericus_C3_41_uid58945/NC_010381.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae;
Lysinibacillus_sphaericus_C3_41_uid58945/NC_010382.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae;
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_011995.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_011996.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_011997.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_011998.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_011999.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_012000.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_012001.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_012002.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Macrococcus_caseolyticus_JCSC5402_uid59003/NC_012003.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Macrococcus.
Magnetococcus_MC_1_uid57833/NC_008576.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Magnetococcales;
Magnetospirillum_magneticum_AMB_1_uid58527/NC_007626.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Mahella_australiensis_50_1_BON_uid66917/NC_015520.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Mannheimia_haemolytica_M42548_uid198769/NC_021082.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;
Mannheimia_haemolytica_USDA_ARS_SAM_185_uid195457/NC_020834.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;
Mannheimia_haemolytica_USDA_ARS_USMARC_183_uid195458/NC_020833.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;
Mannheimia_succiniciproducens_MBEL55E_uid58197/NC_006300.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales;
Maricaulis_maris_MCS10_uid58689/NC_008347.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales;
Marinithermus_hydrothermalis_DSM_14884_uid65783/NC_015387.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Marinitoga_piezophila_KA3_uid81629/NC_016748.gbk-            Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Marinitoga.
Marinitoga_piezophila_KA3_uid81629/NC_016751.gbk-            Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Marinitoga.
Marinobacter_adhaerens_HP15_uid162009/NC_017506.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_adhaerens_HP15_uid162009/NC_017507.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_adhaerens_HP15_uid162009/NC_017508.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_aquaeolei_VT8_uid59419/NC_008738.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_aquaeolei_VT8_uid59419/NC_008739.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_aquaeolei_VT8_uid59419/NC_008740.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_BSs20148_uid171995/NC_018268.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinobacter_hydrocarbonoclasticus_ATCC_49840_uid162203/NC_017067.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Marinomonas_mediterranea_MMB_1_uid64753/NC_015276.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Marinomonas_MWYL1_uid58715/NC_009654.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Marinomonas_posidonica_IVIA_Po_181_uid67323/NC_015559.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Marivirga_tractuosa_DSM_4126_uid60837/NC_014750.gbk-            Bacteria; Bacteroidetes; Cytophagia; Cytophagales;
Marivirga_tractuosa_DSM_4126_uid60837/NC_014759.gbk-            Bacteria; Bacteroidetes; Cytophagia; Cytophagales;
Megamonas_hypermegale_uid197163/NC_021041.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Megasphaera_elsdenii_DSM_20460_uid71135/NC_015873.gbk-            Bacteria; Firmicutes; Negativicutes; Selenomonadales;
Meiothermus_ruber_DSM_1279_uid198526/NC_021081.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Meiothermus_ruber_DSM_1279_uid46661/NC_013946.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Meiothermus_silvanus_DSM_9946_uid49485/NC_014212.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Meiothermus_silvanus_DSM_9946_uid49485/NC_014213.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Meiothermus_silvanus_DSM_9946_uid49485/NC_014214.gbk-            Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae;
Melioribacter_roseus_P3M_uid170941/NC_018178.gbk-            Bacteria; Ignavibacteria; Ignavibacteria; Ignavibacteriales;
Melissococcus_plutonius_ATCC_35311_uid66803/NC_015516.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae;
Melissococcus_plutonius_ATCC_35311_uid66803/NC_015517.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae;
Melissococcus_plutonius_DAT561_uid89371/NC_016938.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae;
Melissococcus_plutonius_DAT561_uid89371/NC_018265.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae;
Mesoplasma_florum_L1_uid58055/NC_006055.gbk-            Bacteria; Tenericutes; Mollicutes; Entomoplasmatales;
Mesorhizobium_australicum_WSM2073_uid75101/NC_019973.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_uid62101/NC_014918.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_uid62101/NC_014923.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_loti_MAFF303099_uid57601/NC_002678.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_loti_MAFF303099_uid57601/NC_002679.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_loti_MAFF303099_uid57601/NC_002682.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesorhizobium_opportunistum_WSM2075_uid40861/NC_015675.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Mesotoga_prima_MesG1_Ag_4_2_uid52599/NC_017934.gbk-            Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Mesotoga.
Mesotoga_prima_MesG1_Ag_4_2_uid52599/NC_017935.gbk-            Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Mesotoga.
Methylacidiphilum_infernorum_V4_uid59161/NC_010794.gbk-            Bacteria; Verrucomicrobia; unclassified Verrucomicrobia;
Methylibium_petroleiphilum_PM1_uid58085/NC_008825.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Methylibium_petroleiphilum_PM1_uid58085/NC_008826.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Methylobacillus_flagellatus_KT_uid58049/NC_007947.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales;
Methylobacterium_4_46_uid58843/NC_010373.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_4_46_uid58843/NC_010374.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_4_46_uid58843/NC_010511.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_chloromethanicum_CM4_uid58933/NC_011757.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_chloromethanicum_CM4_uid58933/NC_011758.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_chloromethanicum_CM4_uid58933/NC_011760.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_AM1_uid57605/NC_012807.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_AM1_uid57605/NC_012808.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_AM1_uid57605/NC_012809.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_AM1_uid57605/NC_012810.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_AM1_uid57605/NC_012811.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_DM4_uid61617/NC_012987.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_DM4_uid61617/NC_012988.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_DM4_uid61617/NC_012989.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_extorquens_PA1_uid58821/NC_010172.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011887.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011888.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011889.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011890.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011892.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011893.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011894.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_nodulans_ORS_2060_uid59023/NC_011895.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_populi_BJ001_uid58937/NC_010721.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_populi_BJ001_uid58937/NC_010725.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_populi_BJ001_uid58937/NC_010727.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010502.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010504.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010505.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Methylobacterium_radiotolerans_JCM_2831_uid58845/NC_010507.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
